size,num_sections,num_unique_sections,section_names_entropy,avg_section_size,min_section_size,max_section_size,total_section_size,avg_entropy,min_entropy,max_entropy,has_packed_sections,has_executable_sections,writable_executable_sections,num_imports,num_unique_dlls,num_unique_imports,imports_to_dlls_ratio,has_import_name_mismatches,suspicious_imports_count,num_exports,suspicious_exports,suspicious_api_chains,has_delayed_imports,is_dll,is_executable,is_system_file,has_aslr,has_dep,is_signed,has_rich_header,rich_header_entries,num_strings,avg_string_length,has_suspicious_strings,has_anti_debug,has_vm_detection_imports,has_vm_detection_strings,has_vm_mac_addresses,has_anti_debug_imports,has_anti_debug_strings,has_process_creation_imports,has_createprocess,has_setwindowshookex,has_nop_sleds,has_resources,num_resources,has_embedded_exe,has_debug,has_tls,has_relocations,ep_in_first_section,ep_in_last_section,ep_section_entropy,has_suspicious_sections,label
413696,4,4,2.0,102400.0,8192,212992,409600,6.472622917343991,3.646835505920968,7.89611212850241,0,1,0,58,2,58,29.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4193,5.070116861435726,1,0,0,1,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.481461657364631,0,1
378880,4,4,2.0,94464.0,1536,369152,377856,4.564469925478331,0.06262444783142707,7.914217513062246,0,1,0,39,4,36,9.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4337,4.779571132118976,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.374924808202871,0,1
409600,4,4,2.0,101376.0,12288,335872,405504,6.080793220602579,4.9884686834301295,7.984727702275049,0,1,0,46,3,46,15.333333333333334,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4305,4.844367015098722,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.339605268116965,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,3.426805464780327,0.0,6.643485959548034,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1021,11.648383937316357,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.643485959548034,0,1
413696,4,4,2.0,102400.0,12288,339968,409600,6.0871845427244144,4.983520752209943,7.976501873099892,0,1,0,43,3,43,14.333333333333334,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4392,4.806238615664845,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.389055630819641,0,1
438272,4,4,2.0,108544.0,12288,364544,434176,5.7512259020551895,3.8825065954588522,7.736492871170694,0,1,0,66,5,66,13.2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4335,5.233910034602076,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.230053276136717,0,1
368640,4,4,2.0,91136.0,8192,208896,364544,6.725136545637078,4.086669353921806,7.881579425693281,0,1,0,68,4,68,17.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,3845,5.179193758127438,1,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,1,0,7.881579425693281,0,1
413696,4,4,2.0,102400.0,12288,339968,409600,6.0811912297388115,4.961482693795922,7.976162317193046,0,1,0,43,3,43,14.333333333333334,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4396,4.819381255686988,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.38912200148204,0,1
127968,7,7,2.807354922057604,17993.14285714286,512,100864,125952,2.678917401836814,0.0,7.282127803252323,0,1,0,33,4,33,8.25,0,1,0,0,0,0,0,2,0,0,0,0,0,0,831,7.0324909747292415,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,2.617643850195868,0,1
177664,7,7,2.807354922057604,25234.285714285714,1536,134656,176640,5.569442571051296,4.137978525761692,7.8182520801136635,0,1,0,318,5,318,63.6,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2094,7.28414517669532,1,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,7.8182520801136635,0,1
402432,4,4,2.0,5632.0,1024,14336,22528,4.281471793490806,0.4023792985675851,6.653804561394963,0,1,0,39,3,39,13.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4587,4.66492260736865,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,6.653804561394963,0,1
36864,4,4,2.0,8960.0,3072,20992,35840,5.255110663560499,4.415599964165836,5.854813392443492,0,1,0,58,6,58,9.666666666666666,0,1,0,0,0,0,0,2,0,64,256,0,0,0,193,8.67357512953368,1,0,0,0,0,1,1,0,0,0,1,1,3,1,0,0,0,1,0,4.415599964165836,0,1
405504,4,4,2.0,100352.0,8192,270336,401408,6.056102514986372,3.059901010015902,7.806967033917236,0,1,0,45,2,45,22.5,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3888,4.869084362139918,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.052413560608633,0,1
402432,4,4,2.0,5632.0,1024,14336,22528,4.289198656184906,0.40554835374125364,6.68634444342515,0,1,0,39,3,39,13.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4540,4.684801762114537,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,6.68634444342515,0,1
421888,4,4,2.0,104448.0,8192,360448,417792,4.804338176241228,0.7074284330260874,7.904343328894333,0,1,0,62,4,62,15.5,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4339,5.2445263885687945,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.1302804656240655,0,1
389120,4,4,2.0,96256.0,4096,344064,385024,5.444268865475001,3.469171587925266,7.829213816371116,0,1,0,50,3,50,16.666666666666668,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3926,4.869332654100866,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.0672134817389365,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,4.646175153904392,2.6038470486876926,6.643716243363036,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1304,11.396472392638037,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.643716243363036,0,1
377856,5,5,2.321928094887362,75366.4,512,163840,376832,6.28017984387625,1.722305447902682,7.935429692165395,0,1,0,212,6,212,35.333333333333336,0,1,0,0,0,0,0,2,0,0,0,0,0,0,5083,5.448947471965375,1,0,0,1,0,0,1,0,0,0,0,1,4,0,1,0,0,1,0,7.708678083140168,0,1
169984,6,6,2.584962500721156,28160.0,512,85504,168960,4.749384697445538,0.37387747993819864,7.88149755653278,0,1,1,20,2,20,10.0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1821,5.5134541460735855,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,7.88149755653278,0,1
323624,9,9,3.169925001442312,35726.22222222222,1024,271872,321536,2.63569943821127,0.0,7.635014844361799,0,1,0,728,9,728,80.88888888888889,1,3,0,0,0,0,0,2,0,0,0,0,0,0,2763,8.809989142236699,1,0,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,1,0,7.635014844361799,0,1
479232,5,5,2.321928094887362,95027.2,4096,409600,475136,4.52451827322787,0.0,7.469044669539509,0,1,0,78,6,78,13.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4450,5.0959550561797755,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.300567269722684,0,1
95272,3,3,1.584962500721156,31232.0,512,92160,93696,4.532022590492542,2.093858639482634,7.615076098877143,0,1,0,10,4,10,2.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1011,5.710187932739862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.615076098877143,0,1
395776,5,5,2.321928094887362,79052.8,512,175104,395264,6.134903671641889,1.3971666539529524,7.9215945288607275,0,1,0,248,6,248,41.333333333333336,0,3,0,0,0,0,0,2,0,64,256,0,0,0,4085,5.741003671970624,1,1,0,0,0,1,1,0,1,0,0,1,4,0,1,0,0,1,0,7.624714895027909,0,1
450560,4,4,2.0,111616.0,20480,368640,446464,5.696961338657008,2.2219629558453438,7.733152565173912,0,1,0,82,4,82,20.5,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4282,5.1387202241943015,1,0,0,0,0,1,1,0,0,0,1,1,4,0,0,0,0,1,0,6.122453240953505,0,1
417792,4,4,2.0,103424.0,12288,356352,413696,4.663778234623631,0.8847770131291449,7.901206165325741,0,1,0,45,2,45,22.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4261,4.852616756629899,1,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,6.3411168780996086,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,3.472302111116888,0.0,6.643736200190922,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1023,11.633431085043988,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.643736200190922,0,1
421888,4,4,2.0,104448.0,20480,262144,417792,7.210402189184387,6.617872574218726,7.876610284778717,0,1,0,65,5,65,13.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4305,5.0910569105691055,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.651928069823348,0,1
151040,4,4,2.0,37504.0,2560,94720,150016,5.795816588782353,4.539365694133828,7.97286268340959,0,1,1,183,4,126,45.75,0,10,0,0,0,0,0,2,0,64,256,0,0,0,1440,7.040277777777778,1,1,0,0,0,1,1,1,1,0,0,1,6,0,0,0,0,1,0,5.721797608006771,0,1
458752,4,4,2.0,113664.0,20480,364544,454656,5.969298511828037,3.9890897254328057,7.7315606059573945,0,1,0,71,4,71,17.75,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4402,5.282144479781917,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.189898142522026,0,1
425984,4,4,2.0,105472.0,8192,217088,421888,6.521142096098097,3.982417446495472,7.844828448598926,0,1,0,69,4,69,17.25,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4320,5.137731481481482,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.419063821530165,0,1
437248,4,4,2.0,109056.0,19456,262656,436224,7.337319372814783,5.839797969463728,7.952013334556616,0,1,0,248,5,248,49.6,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4612,5.389202081526452,1,0,0,1,0,1,1,1,0,1,0,1,5,0,1,0,0,1,0,7.680484552768536,0,1
165024,8,8,3.0,20224.0,512,145408,161792,1.2148006287927304,0.0,6.0500996555164965,0,1,0,10,3,10,3.3333333333333335,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1100,5.984545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0500996555164965,0,1
391168,4,4,2.0,97536.0,1536,380928,390144,4.568526942942016,0.0,7.8823116549644965,0,1,0,39,4,35,9.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4361,4.7823893602384775,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.3186644634135885,0,1
454656,4,4,2.0,112640.0,16384,376832,450560,5.779840671246491,2.660325710991188,7.639087838052531,0,1,0,85,5,85,17.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4286,5.148156789547364,1,0,0,0,0,1,1,0,0,0,1,1,4,0,0,0,0,1,0,6.108150965356511,0,1
152576,9,9,3.169925001442312,16839.11111111111,512,127488,151552,2.985208218532155,0.43710972513537405,7.914420242940042,0,1,1,23,2,23,11.5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1476,5.5941734417344176,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,7.914420242940042,0,1
433664,6,6,2.584962500721156,72021.33333333333,1024,361472,432128,4.516073012389193,0.2673973088624811,7.988316299086309,0,1,1,25,2,25,12.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4653,5.047281323877068,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4.463669069161562,0,1
127968,7,7,2.807354922057604,17993.14285714286,512,100864,125952,2.679450219632936,0.0,7.286785740016157,0,1,0,33,4,33,8.25,0,1,0,0,0,0,0,2,0,0,0,0,0,0,837,6.927120669056153,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,2.617643850195868,0,1
413696,4,4,2.0,102400.0,12288,339968,409600,6.073796519574611,4.982860308686197,7.975373511733246,0,1,0,42,4,42,10.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4378,4.839881224303335,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.3380416965405475,0,1
417792,4,4,2.0,103424.0,8192,208896,413696,6.7248159519412845,3.816399394457816,7.771306094816229,0,1,0,60,2,60,30.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4159,5.109401298389036,1,0,0,0,0,1,1,0,0,0,1,1,3,1,0,0,0,1,0,7.771306094816229,0,1
178688,4,4,2.0,44416.0,3072,140288,177664,6.3418287197807075,3.5482123920201007,7.8738451393199815,0,1,0,25,5,25,5.0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1834,5.844601962922574,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,7.8738451393199815,0,1
434176,4,4,2.0,107520.0,8192,233472,430080,6.423927271357138,3.8072317617062184,7.866701458186952,0,1,0,68,4,68,17.0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4269,5.076364488170531,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.504680555197111,0,1
195072,3,3,1.584962500721156,64682.666666666664,2048,124416,194048,7.098092742052195,6.2163773115844805,7.685080169473143,0,1,0,262,6,262,43.666666666666664,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2098,6.161105815061964,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.685080169473143,0,1
389120,4,4,2.0,96256.0,12288,258048,385024,7.20990977090325,6.371023795121344,7.921345947374054,0,1,0,39,2,39,19.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4498,4.8210315695864825,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.371023795121344,0,1
372736,4,4,2.0,92928.0,1024,364544,371712,5.3877175811612315,2.6897864381232335,7.988022104431707,0,1,0,39,4,39,9.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4201,4.651749583432516,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,6.7411104737130625,0,1
195232,8,8,3.0,24000.0,512,145408,192000,1.1814838872951205,0.0,6.0503991712972605,0,1,0,10,3,10,3.3333333333333335,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1131,5.939876215738285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0503991712972605,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,3.462952079960492,0.0,6.6440440229725315,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1023,11.665689149560118,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.6440440229725315,0,1
515072,3,3,1.584962500721156,171349.33333333334,1024,503296,514048,5.700277049252205,3.7593993080528154,7.996923778570857,0,1,0,23,2,23,11.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6398,4.841825570490778,1,0,0,1,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,5.3445080611329425,0,1
127968,7,7,2.807354922057604,17993.14285714286,512,100864,125952,2.677815576585311,0.0,7.282027979998174,0,1,0,33,4,33,8.25,0,1,0,0,0,0,0,2,0,0,0,0,0,0,834,6.980815347721823,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,2.617643850195868,0,1
364032,4,4,2.0,90752.0,1536,354304,363008,4.518282917150569,0.06784557522715084,7.943874552610432,0,1,0,39,4,38,9.75,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4012,4.688933200398804,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.109692148478724,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,4.636011411072114,2.6071787912781943,6.643485959548034,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1307,11.398622800306045,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.643485959548034,0,1
405504,4,4,2.0,100352.0,12288,258048,401408,6.413903734872961,3.4660244650379832,7.921475015425402,0,1,0,41,2,41,20.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4509,4.813040585495675,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.382134893329676,0,1
421888,4,4,2.0,104448.0,8192,360448,417792,4.803335537231195,0.7068172108074197,7.902995978400966,0,1,0,62,4,62,15.5,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4352,5.217601102941177,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.1298534351779255,0,1
356352,4,4,2.0,88064.0,8192,155648,352256,7.474464127249981,6.625357791986863,7.8537290254484375,0,1,0,8,3,8,2.6666666666666665,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3815,4.647444298820446,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,6.625357791986863,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,3.470200155263096,0.0,6.6443635434325525,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1016,11.698818897637794,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.6443635434325525,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,4.6359894734661165,2.6075121105390924,6.643268331165142,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1288,11.483695652173912,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.643268331165142,0,1
503808,4,4,2.0,124928.0,16384,339968,499712,5.373823451796192,2.0025027504317143,7.97664774242018,0,1,0,45,4,45,11.25,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4558,4.839622641509434,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.186124185172982,0,1
371808,6,6,2.584962500721156,61610.666666666664,1024,346624,369664,3.8631789259569302,0.16032872589902852,6.573601052046478,0,1,0,413,5,413,82.6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2535,7.390532544378698,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,6.573601052046478,0,1
463872,6,6,2.584962500721156,77056.0,1024,389632,462336,4.557333210681623,0.211748082240753,7.9897737188176015,0,1,1,28,2,28,14.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4882,5.060016386726751,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4.682722008101691,0,1
417792,4,4,2.0,103424.0,8192,364544,413696,5.394471329465219,2.199943763874909,7.973390731646118,0,1,0,48,3,48,16.0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4738,4.834529337273111,1,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,6.086298155217876,0,1
503808,4,4,2.0,124928.0,16384,339968,499712,5.375026728897764,2.0020774862948203,7.97609492935019,0,1,0,45,4,45,11.25,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4411,4.850374064837905,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.186134534570243,0,1
110176,4,4,2.0,27008.0,512,103424,108032,3.900676857494552,2.0311300390555593,7.1274416319322675,0,1,1,9,2,9,4.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1114,6.08886894075404,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,7.1274416319322675,0,1
338998,5,5,2.321928094887362,6656.0,0,24064,33280,4.0798587952831715,0.0,6.417443119944896,1,1,0,159,8,159,19.875,1,5,0,0,0,0,0,2,0,0,0,0,0,0,3952,5.14827935222672,1,0,0,0,0,1,1,1,1,0,0,1,3,0,0,0,0,1,0,6.417443119944896,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,4.633348548065169,2.607859438814721,6.6440440229725315,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1307,11.394032134659525,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.6440440229725315,0,1
372320,7,7,2.807354922057604,52882.28571428572,1024,346112,370176,3.333252106607916,0.16032872589902852,6.577739275598045,0,1,0,413,5,413,82.6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2542,7.381195908733281,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,6.577739275598045,0,1
433664,6,6,2.584962500721156,72021.33333333333,1024,361472,432128,4.5126125869502545,0.2667247289058982,7.988139995120603,0,1,1,25,2,25,12.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4630,5.051187904967603,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4.454445589241585,0,1
130144,8,8,3.0,16000.0,1024,108032,128000,2.872101452539367,0.16032872589902852,7.0777066936707405,0,1,0,238,4,238,59.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,965,9.461139896373057,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,7.0777066936707405,0,1
479232,4,4,2.0,118784.0,8192,262144,475136,6.383591468976504,4.206686935448474,7.855243109069338,0,1,0,84,6,84,14.0,0,6,0,0,1,0,0,2,0,0,0,0,0,0,4490,5.156347438752784,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.487987256626453,0,1
462848,4,4,2.0,114688.0,12288,217088,458752,6.874218957568074,6.008817086576579,7.914494984494058,0,1,0,75,5,75,15.0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4611,5.25027109086966,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.140013025747407,0,1
458752,4,4,2.0,113664.0,8192,245760,454656,6.468034582384368,4.224082501265148,7.873195700017318,0,1,0,86,5,86,17.2,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4418,5.1043458578542324,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.481016527309149,0,1
208896,4,4,2.0,51968.0,512,138240,207872,5.2212478080810385,0.020393135236084953,7.859626198482234,0,1,1,254,5,254,50.8,0,3,1,0,0,0,0,2,0,0,0,0,0,0,2115,6.263356973995272,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,7.859626198482234,0,1
433664,6,6,2.584962500721156,72021.33333333333,1024,361472,432128,4.514562234514877,0.2672130101558982,7.988829870970352,0,1,1,25,2,25,12.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4537,5.053118800969804,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4.465622194161562,0,1
417792,4,4,2.0,103424.0,16384,208896,413696,6.356237909234006,3.149666772122622,7.940969824967326,0,1,0,62,3,62,20.666666666666668,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4391,5.050785698018674,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.476298399568953,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,3.4258291137014196,0.0,6.643807595934541,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1003,11.767696909272184,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.643807595934541,0,1
434176,4,4,2.0,107520.0,8192,364544,430080,5.622149621079489,3.9517200297053146,7.736374039306789,0,1,0,69,5,69,13.8,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4249,5.2934808190162395,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.232454506581809,0,1
421888,4,4,2.0,104448.0,8192,360448,417792,4.804219708939115,0.7092488123832283,7.903708357636733,0,1,0,60,3,60,20.0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4280,5.208644859813084,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.129996132509128,0,1
421888,4,4,2.0,104448.0,8192,360448,417792,4.803862781527046,0.7079892534219443,7.905041210044027,0,1,0,62,4,62,15.5,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4278,5.218092566619916,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.130024765168368,0,1
435200,6,6,2.584962500721156,72277.33333333333,1024,361984,433664,4.408142931168588,0.2659812275490582,7.988623309171647,0,1,1,21,2,21,10.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4606,5.064046895353886,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3.8504366726699906,0,1
175616,4,4,2.0,43648.0,1536,159232,174592,6.076660747488054,3.539588140225625,7.892437701160409,0,1,0,16,2,16,8.0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1805,5.6271468144044325,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,7.892437701160409,0,1
430080,4,4,2.0,106496.0,12288,360448,425984,5.094301141558976,0.7099163144894025,7.904938759555508,0,1,0,64,4,64,16.0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4397,5.226745508301114,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.141121355693529,0,1
208896,5,5,2.321928094887362,40960.0,4096,143360,204800,3.467391455240193,0.0,6.6438920777145025,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1009,11.749256689791872,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6.6438920777145025,0,1
118784,4,4,2.0,29440.0,6656,68608,117760,5.982216314538725,4.709164052721978,6.683430387988604,0,1,0,61,2,61,30.5,0,4,0,0,0,0,0,2,0,0,0,0,0,0,722,7.7202216066482,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,6.683430387988604,0,1
212992,5,5,2.321928094887362,41779.2,4096,147456,208896,4.695939448945574,2.6100839967673797,6.62167967158292,0,1,0,115,7,115,16.428571428571427,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1285,11.627237354085603,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.62167967158292,0,1
221184,5,5,2.321928094887362,43417.6,4096,151552,217088,4.778255021894395,2.60761031653469,6.667685456366861,0,1,0,114,7,114,16.285714285714285,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1355,11.277490774907749,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.667685456366861,0,1
397312,4,4,2.0,98304.0,8192,233472,393216,6.575299248446287,4.082515576394125,7.7736256070550125,0,1,0,74,6,74,12.333333333333334,0,5,0,0,1,0,0,2,0,0,0,0,0,0,3709,5.196279320571582,1,0,0,0,0,1,1,0,0,0,1,1,3,1,0,0,0,1,0,7.7736256070550125,0,1
147496,4,4,2.0,36352.0,3584,115200,145408,5.831134929074436,4.367948967824696,6.824477781274665,0,1,0,693,4,693,173.25,1,7,0,0,0,0,0,2,0,0,0,0,0,0,1905,10.297112860892389,1,1,0,0,0,1,1,1,1,0,0,1,6,0,0,0,0,1,0,6.824477781274665,0,1
171008,6,6,2.584962500721156,28330.666666666668,512,86528,169984,4.743726721375141,0.37387747993819864,7.8815638793373095,0,1,1,20,2,20,10.0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1759,5.577032404775441,1,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,7.8815638793373095,0,1
